emoji,unicode,name_en,name_id,alias,emoji_clean,has_skin_tone,category,aliases
🧑🏿‍⚕️,🧑🏿‍⚕️,health_worker_dark_skin_tone,petugas_kesehatan_warna_kulit_gelap,petugas_kesehatan_warna_kulit_gelap_dokter_perawat_perawatan_terapis,\U0001f9d1\U0001f3ff\u200d\u2695\ufe0f,True,health_worker_dark_skin,"['petugas', 'kesehatan', 'warna', 'kulit', 'gelap', 'dokter', 'perawat', 'perawatan', 'terapis']"
👨🏻‍⚕️,👨🏻‍⚕️,man_health_worker_light_skin_tone,pekerja_kesehatan_pria_warna_kulit_cerah,pekerja_kesehatan_pria_warna_kulit_cerah_dokter_laki-laki_perawatan,\U0001f468\U0001f3fb\u200d\u2695\ufe0f,True,man_health_worker_light_skin,"['pekerja', 'kesehatan', 'pria', 'warna', 'kulit', 'cerah', 'dokter', 'laki-laki', 'perawatan']"
👨🏼‍⚕️,👨🏼‍⚕️,man_health_worker_medium-light_skin_tone,pekerja_kesehatan_pria_warna_kulit_cerah-sedang,pekerja_kesehatan_pria_warna_kulit_cerah-sedang_dokter_laki-laki_perawatan,\U0001f468\U0001f3fc\u200d\u2695\ufe0f,True,man_health_worker,"['pekerja', 'kesehatan', 'pria', 'warna', 'kulit', 'cerah-sedang', 'dokter', 'laki-laki', 'perawatan']"
👨🏽‍⚕️,👨🏽‍⚕️,man_health_worker_medium_skin_tone,pekerja_kesehatan_pria_warna_kulit_sedang,pekerja_kesehatan_pria_warna_kulit_sedang_dokter_laki-laki_perawatan,\U0001f468\U0001f3fd\u200d\u2695\ufe0f,True,man_health_worker_medium_skin,"['pekerja', 'kesehatan', 'pria', 'warna', 'kulit', 'sedang', 'dokter', 'laki-laki', 'perawatan']"
👨🏾‍⚕️,👨🏾‍⚕️,man_health_worker_medium-dark_skin_tone,pekerja_kesehatan_pria_warna_kulit_gelap-sedang,pekerja_kesehatan_pria_warna_kulit_gelap-sedang_dokter_laki-laki_perawatan,\U0001f468\U0001f3fe\u200d\u2695\ufe0f,True,man_health_worker,"['pekerja', 'kesehatan', 'pria', 'warna', 'kulit', 'gelap-sedang', 'dokter', 'laki-laki', 'perawatan']"
👨🏿‍⚕️,👨🏿‍⚕️,man_health_worker_dark_skin_tone,pekerja_kesehatan_pria_warna_kulit_gelap,pekerja_kesehatan_pria_warna_kulit_gelap_dokter_laki-laki_perawatan,\U0001f468\U0001f3ff\u200d\u2695\ufe0f,True,man_health_worker_dark_skin,"['pekerja', 'kesehatan', 'pria', 'warna', 'kulit', 'gelap', 'dokter', 'laki-laki', 'perawatan']"
👩🏻‍⚕️,👩🏻‍⚕️,woman_health_worker_light_skin_tone,pekerja_kesehatan_wanita_warna_kulit_cerah,pekerja_kesehatan_wanita_warna_kulit_cerah_dokter_perawatan_perempuan,\U0001f469\U0001f3fb\u200d\u2695\ufe0f,True,woman_health_worker_light_skin,"['pekerja', 'kesehatan', 'wanita', 'warna', 'kulit', 'cerah', 'dokter', 'perawatan', 'perempuan']"
👩🏼‍⚕️,👩🏼‍⚕️,woman_health_worker_medium-light_skin_tone,pekerja_kesehatan_wanita_warna_kulit_cerah-sedang,pekerja_kesehatan_wanita_warna_kulit_cerah-sedang_dokter_perawatan_perempuan,\U0001f469\U0001f3fc\u200d\u2695\ufe0f,True,woman_health_worker,"['pekerja', 'kesehatan', 'wanita', 'warna', 'kulit', 'cerah-sedang', 'dokter', 'perawatan', 'perempuan']"
👩🏽‍⚕️,👩🏽‍⚕️,woman_health_worker_medium_skin_tone,pekerja_kesehatan_wanita_warna_kulit_sedang,pekerja_kesehatan_wanita_warna_kulit_sedang_dokter_perawatan_perempuan,\U0001f469\U0001f3fd\u200d\u2695\ufe0f,True,woman_health_worker_medium_skin,"['pekerja', 'kesehatan', 'wanita', 'warna', 'kulit', 'sedang', 'dokter', 'perawatan', 'perempuan']"
👩🏾‍⚕️,👩🏾‍⚕️,woman_health_worker_medium-dark_skin_tone,pekerja_kesehatan_wanita_warna_kulit_gelap-sedang,pekerja_kesehatan_wanita_warna_kulit_gelap-sedang_dokter_perawatan_perempuan,\U0001f469\U0001f3fe\u200d\u2695\ufe0f,True,woman_health_worker,"['pekerja', 'kesehatan', 'wanita', 'warna', 'kulit', 'gelap-sedang', 'dokter', 'perawatan', 'perempuan']"
👩🏿‍⚕️,👩🏿‍⚕️,woman_health_worker_dark_skin_tone,pekerja_kesehatan_wanita_warna_kulit_gelap,pekerja_kesehatan_wanita_warna_kulit_gelap_dokter_perawatan_perempuan,\U0001f469\U0001f3ff\u200d\u2695\ufe0f,True,woman_health_worker_dark_skin,"['pekerja', 'kesehatan', 'wanita', 'warna', 'kulit', 'gelap', 'dokter', 'perawatan', 'perempuan']"
🧑🏻‍🎓,🧑🏻‍🎓,student_light_skin_tone,murid_warna_kulit_cerah,murid_warna_kulit_cerah_kelulusan,\U0001f9d1\U0001f3fb\u200d\U0001f393,True,student_light_skin,"['murid', 'warna', 'kulit', 'cerah', 'kelulusan']"
🧑🏼‍🎓,🧑🏼‍🎓,student_medium-light_skin_tone,murid_warna_kulit_cerah-sedang,murid_warna_kulit_cerah-sedang_kelulusan,\U0001f9d1\U0001f3fc\u200d\U0001f393,True,student,"['murid', 'warna', 'kulit', 'cerah-sedang', 'kelulusan']"
🧑🏽‍🎓,🧑🏽‍🎓,student_medium_skin_tone,murid_warna_kulit_sedang,murid_warna_kulit_sedang_kelulusan,\U0001f9d1\U0001f3fd\u200d\U0001f393,True,student_medium_skin,"['murid', 'warna', 'kulit', 'sedang', 'kelulusan']"
🧑🏾‍🎓,🧑🏾‍🎓,student_medium-dark_skin_tone,murid_warna_kulit_gelap-sedang,murid_warna_kulit_gelap-sedang_kelulusan,\U0001f9d1\U0001f3fe\u200d\U0001f393,True,student,"['murid', 'warna', 'kulit', 'gelap-sedang', 'kelulusan']"
🧑🏿‍🎓,🧑🏿‍🎓,student_dark_skin_tone,murid_warna_kulit_gelap,murid_warna_kulit_gelap_kelulusan,\U0001f9d1\U0001f3ff\u200d\U0001f393,True,student_dark_skin,"['murid', 'warna', 'kulit', 'gelap', 'kelulusan']"
👨🏻‍🎓,👨🏻‍🎓,man_student_light_skin_tone,sarjana_pria_warna_kulit_cerah,sarjana_pria_warna_kulit_cerah_laki-laki_toga_universitas_wisuda,\U0001f468\U0001f3fb\u200d\U0001f393,True,man_student_light_skin,"['sarjana', 'pria', 'warna', 'kulit', 'cerah', 'laki-laki', 'toga', 'universitas', 'wisuda']"
👨🏼‍🎓,👨🏼‍🎓,man_student_medium-light_skin_tone,sarjana_pria_warna_kulit_cerah-sedang,sarjana_pria_warna_kulit_cerah-sedang_laki-laki_toga_universitas_wisuda,\U0001f468\U0001f3fc\u200d\U0001f393,True,man_student,"['sarjana', 'pria', 'warna', 'kulit', 'cerah-sedang', 'laki-laki', 'toga', 'universitas', 'wisuda']"
👨🏽‍🎓,👨🏽‍🎓,man_student_medium_skin_tone,sarjana_pria_warna_kulit_sedang,sarjana_pria_warna_kulit_sedang_laki-laki_toga_universitas_wisuda,\U0001f468\U0001f3fd\u200d\U0001f393,True,man_student_medium_skin,"['sarjana', 'pria', 'warna', 'kulit', 'sedang', 'laki-laki', 'toga', 'universitas', 'wisuda']"
👨🏾‍🎓,👨🏾‍🎓,man_student_medium-dark_skin_tone,sarjana_pria_warna_kulit_gelap-sedang,sarjana_pria_warna_kulit_gelap-sedang_laki-laki_toga_universitas_wisuda,\U0001f468\U0001f3fe\u200d\U0001f393,True,man_student,"['sarjana', 'pria', 'warna', 'kulit', 'gelap-sedang', 'laki-laki', 'toga', 'universitas', 'wisuda']"
👨🏿‍🎓,👨🏿‍🎓,man_student_dark_skin_tone,sarjana_pria_warna_kulit_gelap,sarjana_pria_warna_kulit_gelap_laki-laki_toga_universitas_wisuda,\U0001f468\U0001f3ff\u200d\U0001f393,True,man_student_dark_skin,"['sarjana', 'pria', 'warna', 'kulit', 'gelap', 'laki-laki', 'toga', 'universitas', 'wisuda']"
👩🏻‍🎓,👩🏻‍🎓,woman_student_light_skin_tone,sarjana_wanita_warna_kulit_cerah,sarjana_wanita_warna_kulit_cerah_perempuan_toga_universitas_wisuda,\U0001f469\U0001f3fb\u200d\U0001f393,True,woman_student_light_skin,"['sarjana', 'wanita', 'warna', 'kulit', 'cerah', 'perempuan', 'toga', 'universitas', 'wisuda']"
👩🏼‍🎓,👩🏼‍🎓,woman_student_medium-light_skin_tone,sarjana_wanita_warna_kulit_cerah-sedang,sarjana_wanita_warna_kulit_cerah-sedang_perempuan_toga_universitas_wisuda,\U0001f469\U0001f3fc\u200d\U0001f393,True,woman_student,"['sarjana', 'wanita', 'warna', 'kulit', 'cerah-sedang', 'perempuan', 'toga', 'universitas', 'wisuda']"
👩🏽‍🎓,👩🏽‍🎓,woman_student_medium_skin_tone,sarjana_wanita_warna_kulit_sedang,sarjana_wanita_warna_kulit_sedang_perempuan_toga_universitas_wisuda,\U0001f469\U0001f3fd\u200d\U0001f393,True,woman_student_medium_skin,"['sarjana', 'wanita', 'warna', 'kulit', 'sedang', 'perempuan', 'toga', 'universitas', 'wisuda']"
👩🏾‍🎓,👩🏾‍🎓,woman_student_medium-dark_skin_tone,sarjana_wanita_warna_kulit_gelap-sedang,sarjana_wanita_warna_kulit_gelap-sedang_perempuan_toga_universitas_wisuda,\U0001f469\U0001f3fe\u200d\U0001f393,True,woman_student,"['sarjana', 'wanita', 'warna', 'kulit', 'gelap-sedang', 'perempuan', 'toga', 'universitas', 'wisuda']"
👩🏿‍🎓,👩🏿‍🎓,woman_student_dark_skin_tone,sarjana_wanita_warna_kulit_gelap,sarjana_wanita_warna_kulit_gelap_perempuan_toga_universitas_wisuda,\U0001f469\U0001f3ff\u200d\U0001f393,True,woman_student_dark_skin,"['sarjana', 'wanita', 'warna', 'kulit', 'gelap', 'perempuan', 'toga', 'universitas', 'wisuda']"
🧑🏻‍🏫,🧑🏻‍🏫,teacher_light_skin_tone,guru_warna_kulit_cerah,guru_warna_kulit_cerah_dosen_instruktur,\U0001f9d1\U0001f3fb\u200d\U0001f3eb,True,teacher_light_skin,"['guru', 'warna', 'kulit', 'cerah', 'dosen', 'instruktur']"
🧑🏼‍🏫,🧑🏼‍🏫,teacher_medium-light_skin_tone,guru_warna_kulit_cerah-sedang,guru_warna_kulit_cerah-sedang_dosen_instruktur,\U0001f9d1\U0001f3fc\u200d\U0001f3eb,True,teacher,"['guru', 'warna', 'kulit', 'cerah-sedang', 'dosen', 'instruktur']"
🧑🏽‍🏫,🧑🏽‍🏫,teacher_medium_skin_tone,guru_warna_kulit_sedang,guru_warna_kulit_sedang_dosen_instruktur,\U0001f9d1\U0001f3fd\u200d\U0001f3eb,True,teacher_medium_skin,"['guru', 'warna', 'kulit', 'sedang', 'dosen', 'instruktur']"
🧑🏾‍🏫,🧑🏾‍🏫,teacher_medium-dark_skin_tone,guru_warna_kulit_gelap-sedang,guru_warna_kulit_gelap-sedang_dosen_instruktur,\U0001f9d1\U0001f3fe\u200d\U0001f3eb,True,teacher,"['guru', 'warna', 'kulit', 'gelap-sedang', 'dosen', 'instruktur']"
🧑🏿‍🏫,🧑🏿‍🏫,teacher_dark_skin_tone,guru_warna_kulit_gelap,guru_warna_kulit_gelap_dosen_instruktur,\U0001f9d1\U0001f3ff\u200d\U0001f3eb,True,teacher_dark_skin,"['guru', 'warna', 'kulit', 'gelap', 'dosen', 'instruktur']"
👨🏻‍🏫,👨🏻‍🏫,man_teacher_light_skin_tone,pengajar_pria_warna_kulit_cerah,pengajar_pria_warna_kulit_cerah_laki-laki_sekolah,\U0001f468\U0001f3fb\u200d\U0001f3eb,True,man_teacher_light_skin,"['pengajar', 'pria', 'warna', 'kulit', 'cerah', 'laki-laki', 'sekolah']"
👨🏼‍🏫,👨🏼‍🏫,man_teacher_medium-light_skin_tone,pengajar_pria_warna_kulit_cerah-sedang,pengajar_pria_warna_kulit_cerah-sedang_laki-laki_sekolah,\U0001f468\U0001f3fc\u200d\U0001f3eb,True,man_teacher,"['pengajar', 'pria', 'warna', 'kulit', 'cerah-sedang', 'laki-laki', 'sekolah']"
👨🏽‍🏫,👨🏽‍🏫,man_teacher_medium_skin_tone,pengajar_pria_warna_kulit_sedang,pengajar_pria_warna_kulit_sedang_laki-laki_sekolah,\U0001f468\U0001f3fd\u200d\U0001f3eb,True,man_teacher_medium_skin,"['pengajar', 'pria', 'warna', 'kulit', 'sedang', 'laki-laki', 'sekolah']"
👨🏾‍🏫,👨🏾‍🏫,man_teacher_medium-dark_skin_tone,pengajar_pria_warna_kulit_gelap-sedang,pengajar_pria_warna_kulit_gelap-sedang_laki-laki_sekolah,\U0001f468\U0001f3fe\u200d\U0001f3eb,True,man_teacher,"['pengajar', 'pria', 'warna', 'kulit', 'gelap-sedang', 'laki-laki', 'sekolah']"
👨🏿‍🏫,👨🏿‍🏫,man_teacher_dark_skin_tone,pengajar_pria_warna_kulit_gelap,pengajar_pria_warna_kulit_gelap_laki-laki_sekolah,\U0001f468\U0001f3ff\u200d\U0001f3eb,True,man_teacher_dark_skin,"['pengajar', 'pria', 'warna', 'kulit', 'gelap', 'laki-laki', 'sekolah']"
👩🏻‍🏫,👩🏻‍🏫,woman_teacher_light_skin_tone,pengajar_wanita_warna_kulit_cerah,pengajar_wanita_warna_kulit_cerah_perempuan_sekolah,\U0001f469\U0001f3fb\u200d\U0001f3eb,True,woman_teacher_light_skin,"['pengajar', 'wanita', 'warna', 'kulit', 'cerah', 'perempuan', 'sekolah']"
👩🏼‍🏫,👩🏼‍🏫,woman_teacher_medium-light_skin_tone,pengajar_wanita_warna_kulit_cerah-sedang,pengajar_wanita_warna_kulit_cerah-sedang_perempuan_sekolah,\U0001f469\U0001f3fc\u200d\U0001f3eb,True,woman_teacher,"['pengajar', 'wanita', 'warna', 'kulit', 'cerah-sedang', 'perempuan', 'sekolah']"
👩🏽‍🏫,👩🏽‍🏫,woman_teacher_medium_skin_tone,pengajar_wanita_warna_kulit_sedang,pengajar_wanita_warna_kulit_sedang_perempuan_sekolah,\U0001f469\U0001f3fd\u200d\U0001f3eb,True,woman_teacher_medium_skin,"['pengajar', 'wanita', 'warna', 'kulit', 'sedang', 'perempuan', 'sekolah']"
👩🏾‍🏫,👩🏾‍🏫,woman_teacher_medium-dark_skin_tone,pengajar_wanita_warna_kulit_gelap-sedang,pengajar_wanita_warna_kulit_gelap-sedang_perempuan_sekolah,\U0001f469\U0001f3fe\u200d\U0001f3eb,True,woman_teacher,"['pengajar', 'wanita', 'warna', 'kulit', 'gelap-sedang', 'perempuan', 'sekolah']"
👩🏿‍🏫,👩🏿‍🏫,woman_teacher_dark_skin_tone,pengajar_wanita_warna_kulit_gelap,pengajar_wanita_warna_kulit_gelap_perempuan_sekolah,\U0001f469\U0001f3ff\u200d\U0001f3eb,True,woman_teacher_dark_skin,"['pengajar', 'wanita', 'warna', 'kulit', 'gelap', 'perempuan', 'sekolah']"
🧑🏻‍⚖️,🧑🏻‍⚖️,judge_light_skin_tone,hakim_warna_kulit_cerah,hakim_warna_kulit_cerah_timbangan,\U0001f9d1\U0001f3fb\u200d\u2696\ufe0f,True,judge_light_skin,"['hakim', 'warna', 'kulit', 'cerah', 'timbangan']"
🧑🏼‍⚖️,🧑🏼‍⚖️,judge_medium-light_skin_tone,hakim_warna_kulit_cerah-sedang,hakim_warna_kulit_cerah-sedang_timbangan,\U0001f9d1\U0001f3fc\u200d\u2696\ufe0f,True,judge,"['hakim', 'warna', 'kulit', 'cerah-sedang', 'timbangan']"
🧑🏽‍⚖️,🧑🏽‍⚖️,judge_medium_skin_tone,hakim_warna_kulit_sedang,hakim_warna_kulit_sedang_timbangan,\U0001f9d1\U0001f3fd\u200d\u2696\ufe0f,True,judge_medium_skin,"['hakim', 'warna', 'kulit', 'sedang', 'timbangan']"
🧑🏾‍⚖️,🧑🏾‍⚖️,judge_medium-dark_skin_tone,hakim_warna_kulit_gelap-sedang,hakim_warna_kulit_gelap-sedang_timbangan,\U0001f9d1\U0001f3fe\u200d\u2696\ufe0f,True,judge,"['hakim', 'warna', 'kulit', 'gelap-sedang', 'timbangan']"
🧑🏿‍⚖️,🧑🏿‍⚖️,judge_dark_skin_tone,hakim_warna_kulit_gelap,hakim_warna_kulit_gelap_timbangan,\U0001f9d1\U0001f3ff\u200d\u2696\ufe0f,True,judge_dark_skin,"['hakim', 'warna', 'kulit', 'gelap', 'timbangan']"
👨🏻‍⚖️,👨🏻‍⚖️,man_judge_light_skin_tone,hakim_pria_warna_kulit_cerah,hakim_pria_warna_kulit_cerah_hukum_laki-laki_pengadilan,\U0001f468\U0001f3fb\u200d\u2696\ufe0f,True,man_judge_light_skin,"['hakim', 'pria', 'warna', 'kulit', 'cerah', 'hukum', 'laki-laki', 'pengadilan']"
👨🏼‍⚖️,👨🏼‍⚖️,man_judge_medium-light_skin_tone,hakim_pria_warna_kulit_cerah-sedang,hakim_pria_warna_kulit_cerah-sedang_hukum_laki-laki_pengadilan,\U0001f468\U0001f3fc\u200d\u2696\ufe0f,True,man_judge,"['hakim', 'pria', 'warna', 'kulit', 'cerah-sedang', 'hukum', 'laki-laki', 'pengadilan']"
👨🏽‍⚖️,👨🏽‍⚖️,man_judge_medium_skin_tone,hakim_pria_warna_kulit_sedang,hakim_pria_warna_kulit_sedang_hukum_laki-laki_pengadilan,\U0001f468\U0001f3fd\u200d\u2696\ufe0f,True,man_judge_medium_skin,"['hakim', 'pria', 'warna', 'kulit', 'sedang', 'hukum', 'laki-laki', 'pengadilan']"
👨🏾‍⚖️,👨🏾‍⚖️,man_judge_medium-dark_skin_tone,hakim_pria_warna_kulit_gelap-sedang,hakim_pria_warna_kulit_gelap-sedang_hukum_laki-laki_pengadilan,\U0001f468\U0001f3fe\u200d\u2696\ufe0f,True,man_judge,"['hakim', 'pria', 'warna', 'kulit', 'gelap-sedang', 'hukum', 'laki-laki', 'pengadilan']"
👨🏿‍⚖️,👨🏿‍⚖️,man_judge_dark_skin_tone,hakim_pria_warna_kulit_gelap,hakim_pria_warna_kulit_gelap_hukum_laki-laki_pengadilan,\U0001f468\U0001f3ff\u200d\u2696\ufe0f,True,man_judge_dark_skin,"['hakim', 'pria', 'warna', 'kulit', 'gelap', 'hukum', 'laki-laki', 'pengadilan']"
👩🏻‍⚖️,👩🏻‍⚖️,woman_judge_light_skin_tone,hakim_wanita_warna_kulit_cerah,hakim_wanita_warna_kulit_cerah_hukum_pengadilan_perempuan,\U0001f469\U0001f3fb\u200d\u2696\ufe0f,True,woman_judge_light_skin,"['hakim', 'wanita', 'warna', 'kulit', 'cerah', 'hukum', 'pengadilan', 'perempuan']"
👩🏼‍⚖️,👩🏼‍⚖️,woman_judge_medium-light_skin_tone,hakim_wanita_warna_kulit_cerah-sedang,hakim_wanita_warna_kulit_cerah-sedang_hukum_pengadilan_perempuan,\U0001f469\U0001f3fc\u200d\u2696\ufe0f,True,woman_judge,"['hakim', 'wanita', 'warna', 'kulit', 'cerah-sedang', 'hukum', 'pengadilan', 'perempuan']"
👩🏽‍⚖️,👩🏽‍⚖️,woman_judge_medium_skin_tone,hakim_wanita_warna_kulit_sedang,hakim_wanita_warna_kulit_sedang_hukum_pengadilan_perempuan,\U0001f469\U0001f3fd\u200d\u2696\ufe0f,True,woman_judge_medium_skin,"['hakim', 'wanita', 'warna', 'kulit', 'sedang', 'hukum', 'pengadilan', 'perempuan']"
👩🏾‍⚖️,👩🏾‍⚖️,woman_judge_medium-dark_skin_tone,hakim_wanita_warna_kulit_gelap-sedang,hakim_wanita_warna_kulit_gelap-sedang_hukum_pengadilan_perempuan,\U0001f469\U0001f3fe\u200d\u2696\ufe0f,True,woman_judge,"['hakim', 'wanita', 'warna', 'kulit', 'gelap-sedang', 'hukum', 'pengadilan', 'perempuan']"
👩🏿‍⚖️,👩🏿‍⚖️,woman_judge_dark_skin_tone,hakim_wanita_warna_kulit_gelap,hakim_wanita_warna_kulit_gelap_hukum_pengadilan_perempuan,\U0001f469\U0001f3ff\u200d\u2696\ufe0f,True,woman_judge_dark_skin,"['hakim', 'wanita', 'warna', 'kulit', 'gelap', 'hukum', 'pengadilan', 'perempuan']"
🧑🏻‍🌾,🧑🏻‍🌾,farmer_light_skin_tone,petani_warna_kulit_cerah,petani_warna_kulit_cerah_pekebun_peternak,\U0001f9d1\U0001f3fb\u200d\U0001f33e,True,farmer_light_skin,"['petani', 'warna', 'kulit', 'cerah', 'pekebun', 'peternak']"
🧑🏼‍🌾,🧑🏼‍🌾,farmer_medium-light_skin_tone,petani_warna_kulit_cerah-sedang,petani_warna_kulit_cerah-sedang_pekebun_peternak,\U0001f9d1\U0001f3fc\u200d\U0001f33e,True,farmer,"['petani', 'warna', 'kulit', 'cerah-sedang', 'pekebun', 'peternak']"
🧑🏽‍🌾,🧑🏽‍🌾,farmer_medium_skin_tone,petani_warna_kulit_sedang,petani_warna_kulit_sedang_pekebun_peternak,\U0001f9d1\U0001f3fd\u200d\U0001f33e,True,farmer_medium_skin,"['petani', 'warna', 'kulit', 'sedang', 'pekebun', 'peternak']"
🧑🏾‍🌾,🧑🏾‍🌾,farmer_medium-dark_skin_tone,petani_warna_kulit_gelap-sedang,petani_warna_kulit_gelap-sedang_pekebun_peternak,\U0001f9d1\U0001f3fe\u200d\U0001f33e,True,farmer,"['petani', 'warna', 'kulit', 'gelap-sedang', 'pekebun', 'peternak']"
🧑🏿‍🌾,🧑🏿‍🌾,farmer_dark_skin_tone,petani_warna_kulit_gelap,petani_warna_kulit_gelap_pekebun_peternak,\U0001f9d1\U0001f3ff\u200d\U0001f33e,True,farmer_dark_skin,"['petani', 'warna', 'kulit', 'gelap', 'pekebun', 'peternak']"
👨🏻‍🌾,👨🏻‍🌾,man_farmer_light_skin_tone,petani_pria_warna_kulit_cerah,petani_pria_warna_kulit_cerah_laki-laki_padi_sawah,\U0001f468\U0001f3fb\u200d\U0001f33e,True,man_farmer_light_skin,"['petani', 'pria', 'warna', 'kulit', 'cerah', 'laki-laki', 'padi', 'sawah']"
👨🏼‍🌾,👨🏼‍🌾,man_farmer_medium-light_skin_tone,petani_pria_warna_kulit_cerah-sedang,petani_pria_warna_kulit_cerah-sedang_laki-laki_padi_sawah,\U0001f468\U0001f3fc\u200d\U0001f33e,True,man_farmer,"['petani', 'pria', 'warna', 'kulit', 'cerah-sedang', 'laki-laki', 'padi', 'sawah']"
👨🏽‍🌾,👨🏽‍🌾,man_farmer_medium_skin_tone,petani_pria_warna_kulit_sedang,petani_pria_warna_kulit_sedang_laki-laki_padi_sawah,\U0001f468\U0001f3fd\u200d\U0001f33e,True,man_farmer_medium_skin,"['petani', 'pria', 'warna', 'kulit', 'sedang', 'laki-laki', 'padi', 'sawah']"
👨🏾‍🌾,👨🏾‍🌾,man_farmer_medium-dark_skin_tone,petani_pria_warna_kulit_gelap-sedang,petani_pria_warna_kulit_gelap-sedang_laki-laki_padi_sawah,\U0001f468\U0001f3fe\u200d\U0001f33e,True,man_farmer,"['petani', 'pria', 'warna', 'kulit', 'gelap-sedang', 'laki-laki', 'padi', 'sawah']"
👨🏿‍🌾,👨🏿‍🌾,man_farmer_dark_skin_tone,petani_pria_warna_kulit_gelap,petani_pria_warna_kulit_gelap_laki-laki_padi_sawah,\U0001f468\U0001f3ff\u200d\U0001f33e,True,man_farmer_dark_skin,"['petani', 'pria', 'warna', 'kulit', 'gelap', 'laki-laki', 'padi', 'sawah']"
👩🏻‍🌾,👩🏻‍🌾,woman_farmer_light_skin_tone,petani_wanita_warna_kulit_cerah,petani_wanita_warna_kulit_cerah_padi_perempuan_sawah,\U0001f469\U0001f3fb\u200d\U0001f33e,True,woman_farmer_light_skin,"['petani', 'wanita', 'warna', 'kulit', 'cerah', 'padi', 'perempuan', 'sawah']"
👩🏼‍🌾,👩🏼‍🌾,woman_farmer_medium-light_skin_tone,petani_wanita_warna_kulit_cerah-sedang,petani_wanita_warna_kulit_cerah-sedang_padi_perempuan_sawah,\U0001f469\U0001f3fc\u200d\U0001f33e,True,woman_farmer,"['petani', 'wanita', 'warna', 'kulit', 'cerah-sedang', 'padi', 'perempuan', 'sawah']"
👩🏽‍🌾,👩🏽‍🌾,woman_farmer_medium_skin_tone,petani_wanita_warna_kulit_sedang,petani_wanita_warna_kulit_sedang_padi_perempuan_sawah,\U0001f469\U0001f3fd\u200d\U0001f33e,True,woman_farmer_medium_skin,"['petani', 'wanita', 'warna', 'kulit', 'sedang', 'padi', 'perempuan', 'sawah']"
👩🏾‍🌾,👩🏾‍🌾,woman_farmer_medium-dark_skin_tone,petani_wanita_warna_kulit_gelap-sedang,petani_wanita_warna_kulit_gelap-sedang_padi_perempuan_sawah,\U0001f469\U0001f3fe\u200d\U0001f33e,True,woman_farmer,"['petani', 'wanita', 'warna', 'kulit', 'gelap-sedang', 'padi', 'perempuan', 'sawah']"
👩🏿‍🌾,👩🏿‍🌾,woman_farmer_dark_skin_tone,petani_wanita_warna_kulit_gelap,petani_wanita_warna_kulit_gelap_padi_perempuan_sawah,\U0001f469\U0001f3ff\u200d\U0001f33e,True,woman_farmer_dark_skin,"['petani', 'wanita', 'warna', 'kulit', 'gelap', 'padi', 'perempuan', 'sawah']"
🧑🏻‍🍳,🧑🏻‍🍳,cook_light_skin_tone,koki_warna_kulit_cerah,koki_warna_kulit_cerah_chef,\U0001f9d1\U0001f3fb\u200d\U0001f373,True,cook_light_skin,"['koki', 'warna', 'kulit', 'cerah', 'chef']"
🧑🏼‍🍳,🧑🏼‍🍳,cook_medium-light_skin_tone,koki_warna_kulit_cerah-sedang,koki_warna_kulit_cerah-sedang_chef,\U0001f9d1\U0001f3fc\u200d\U0001f373,True,cook,"['koki', 'warna', 'kulit', 'cerah-sedang', 'chef']"
🧑🏽‍🍳,🧑🏽‍🍳,cook_medium_skin_tone,koki_warna_kulit_sedang,koki_warna_kulit_sedang_chef,\U0001f9d1\U0001f3fd\u200d\U0001f373,True,cook_medium_skin,"['koki', 'warna', 'kulit', 'sedang', 'chef']"
🧑🏾‍🍳,🧑🏾‍🍳,cook_medium-dark_skin_tone,koki_warna_kulit_gelap-sedang,koki_warna_kulit_gelap-sedang_chef,\U0001f9d1\U0001f3fe\u200d\U0001f373,True,cook,"['koki', 'warna', 'kulit', 'gelap-sedang', 'chef']"
🧑🏿‍🍳,🧑🏿‍🍳,cook_dark_skin_tone,koki_warna_kulit_gelap,koki_warna_kulit_gelap_chef,\U0001f9d1\U0001f3ff\u200d\U0001f373,True,cook_dark_skin,"['koki', 'warna', 'kulit', 'gelap', 'chef']"
👨🏻‍🍳,👨🏻‍🍳,man_cook_light_skin_tone,koki_pria_warna_kulit_cerah,koki_pria_warna_kulit_cerah_dapur_laki-laki_memasak,\U0001f468\U0001f3fb\u200d\U0001f373,True,man_cook_light_skin,"['koki', 'pria', 'warna', 'kulit', 'cerah', 'dapur', 'laki-laki', 'memasak']"
👨🏼‍🍳,👨🏼‍🍳,man_cook_medium-light_skin_tone,koki_pria_warna_kulit_cerah-sedang,koki_pria_warna_kulit_cerah-sedang_dapur_laki-laki_memasak,\U0001f468\U0001f3fc\u200d\U0001f373,True,man_cook,"['koki', 'pria', 'warna', 'kulit', 'cerah-sedang', 'dapur', 'laki-laki', 'memasak']"
👨🏽‍🍳,👨🏽‍🍳,man_cook_medium_skin_tone,koki_pria_warna_kulit_sedang,koki_pria_warna_kulit_sedang_dapur_laki-laki_memasak,\U0001f468\U0001f3fd\u200d\U0001f373,True,man_cook_medium_skin,"['koki', 'pria', 'warna', 'kulit', 'sedang', 'dapur', 'laki-laki', 'memasak']"
